Year,Term,Course_ID,Course_Name,Course_Description
2018,Fall,BADM 320,Principles of Marketing,"Business Administration.Emphasizes the concepts of planning, organization, control, and decision making as they are applied in the management of the marketing function. Provides an overview of aspects of the marketing discipline."
2018,Fall,BADM 321,Principles of Retailing,"Business Administration.Gives a general analysis of the structure of retailing emphasizing the retailing environment and operating efficiencies; includes patronage behavior, merchandise control, pricing, promotion, location, and vendor relations; and gives special attention to emerging trends in retailing. Prerequisite: Business Administration 320."
2018,Fall,BADM 322,Marketing Research,Business Administration.Focuses on the techniques and methods of marketing research; emphasizes primarily survey research and experimental design; and offers students the opportunity to apply techniques to real-world situations. Prerequisite: Business Administration 320 and ECON 202.
2018,Fall,BADM 323,Marketing Communications,"Business Administration.Introduces the student to the topic of marketing communications and promotion management. Topics covered include: advertising, sales promotion, point-of-purchase communications, interactive marketing, and event sponsorships. Prerequisite: Business Administration 320."
2018,Fall,BADM 324,Purchasing and Supply Mgmnt,"Business Administration.Examines the analysis, planning, and forms of organization that are associated with the buying functions in business. Major focus on the principal issues involved in the procurement of raw materials, components, equipment, operating supplies, and services. Also treats the unique aspects of institutional and government purchasing. Case problems constitute a major vehicle of instruction. Prerequisite: Credit or concurrent enrollment in Business Administration 320."
2018,Fall,BADM 325,Consumer Behavior,"Business Administration.Studies the factors affecting customer behavior in household and organizational markets and their relevance for marketing management planning and analysis; provides an overview of explanations of consumption differences anchored in socioeconomic, demographic, cultural, and psychological processes; and surveys buyer decision-making processes and their implications for marketing strategy. Prerequisite: Business Administration 320."
2018,Fall,BADM 326,Pricing Policies,"Business Administration.The role of pricing in contemporary marketing and major pricing decisions facing the firm; theoretical, economic, and practical methods and models for setting prices; pricing new products, initiating price changes, and responding to competitive pricing; the relationship of pricing objectives and strategies to the goals of the firm; and sealed bidding for contracts. Prerequisite: Business Administration 320."
2018,Fall,BADM 327,Marketing to Business and Govt,"Business Administration.Introduces the general area of industrial marketing; examines the nature of industrial markets especially as they compare to consumer markets and emphasizes such factors as the demand for industrial goods, marketing intelligence systems for industrial firms, marketing strategy in industrial markets, and analyses and control of industrial marketing programs; integrates important concepts from sales management and business logistics throughout the course; uses case studies. Prerequisite: Business Administration 320."
2018,Fall,BADM 329,New Product Development,"Business Administration.Exposes student to business and marketing decisions in the context of new product development and marketing. Helps students learn how to use state-of-the-art management techniques to identify markets, develop new product ideas, measure customer benefits, and design profitable new products. Prerequisite: Business Administration 320."
2018,Fall,BADM 330,Brand Management,"Business Administration.Brand Management is an advanced Marketing elective that addresses the key issues of brand asset management faced by firms in the 21st century. Class discussions will focus on providing theoretical tools for uncovering and understanding the associations that consumers establish with their brands, for predicting the effects of these associations on brand-related judgments and behaviors, and for devising strategies for building strong brands Prerequisite: Business Administration 320."
2018,Fall,BADM 332,Sustainable Product Design & Marketing Plans I: Bottom-Up Immersion in Subsistence Marketplaces,"Business Administration.Focuses on sustainable product design and enterprise plan development; uses extreme resource constrained contexts, i.e., subsistence marketplaces, to learn about bottom-up immersion and design for any context; virtual immersion in subsistence contexts; emersion of principles for business, design, and engineering; idea generation and evaluation by groups of business, engineering, design and other students; optional international field trips. Prerequisite: Application process. Junior or senior class standing."
2018,Fall,BADM 335,Supply Chain Management Basics,"Business Administration.Course broadly exposes students to the basics of supply chain management. It concentrates on the basic concepts, terminology, techniques and tools in supply chain management. Introduces the main functions of supply chain management and its interface with marketing, finance, and information management. Studies the interactions among the logistics of manufacturing, inventory, and transportation. Students are introduced to mathematical modeling and computer simulations to optimize the performance of supply chains."
2018,Fall,BADM 336,Modeling the Supply Chain,"Business Administration.Course introduces students to supply chain modeling. It covers optimization and simulation modeling, value stream mapping, and the SCOR model for representation of supply chains. Models for strategic and tactical decision-making in supply chain design and operations will be considered. Presents examples of supply chain modeling in practice and integration of supply chain models with other business functions. Prerequisite: Business Administration 335."
2018,Fall,BADM 340,Ethical Dilemmas of Business,Business Administration.Examines business decision making and the role ethics plays in that process. Analysis of how managers behave and whether ethical choices are knowingly made or only realized thereafter. The object is to increase awareness of the moral dimension of business activity.
2018,Fall,BADM 350,IT for Networked Organizations,"Business Administration.Examines the information technology and its impact on modern organizations. Topics include: (1) IT, Internet Technologies, E-Commerce and business models, (2) organizing and modeling enterprise data, (3) Network protocol and architecture, (4) development of IT systems, and (5) IT management and organization design."
2018,Fall,BADM 351,E-Business Management,"Business Administration.Designed to provide current perspective about enterprise IT-applications and the management issues that such applications entail. Emphasis is on current developments that will be explored with lectures, case studies, and hands-on applications. The course builds on Business Administration 350. May be repeated in subsequent terms. Prerequisite: Business Administration 350."
2018,Fall,BADM 352,Database Design and Management,"Business Administration.Introduce the modern concepts, techniques and management practices when dealing with data and use of data in organizations. Topics include data modeling, database logical and physical designs, implementation, database administration and web-based database environment. Students will be involved in constructing a database and researching an advanced topic to solidify the learning. Same as ACCY 352."
2018,Fall,BADM 353,Info Sys Analysis and Design,"Business Administration.Methodologies and techniques used and deliverables created in developing large-scale information systems, including preliminary planning, feasibility analysis, design implementation, and post-implementation review of the system; a term-long project which familiarizes students with methodology and techniques is required. Same as ACCY 353. Prerequisite: Business Administration 350."
2018,Fall,BADM 356,Data Science and Analytics,"Business Administration.In this course, you will learn not only data analytic techniques but also the managerial implications of competing with analytics. You will understand the managerial challenges of using data analytics to develop a strategic advantage through readings and case studies. You will learn techniques such as statistical inference, linear modeling, sentiment analytics, and data mining through hands-on exercises in R. R is an open source language that has grown in importance and usage in corporations. Finally, you will be able to present and interpret data through an understanding of data visualization techniques."
2018,Fall,BADM 365,New Product Marketing,Business Administration.Exposes engineering students to the discipline of marketing and to business decision-making in the unique context of new product marketing decisions. Credit is not given for both Business Administration 365 and Business Administration 320.
2018,Fall,BADM 367,Mgmt of Innov and Technology,Business Administration.Course is the first jointly taken course for the engineering and business college undergraduates in the Technology and Management program. It focuses on the strategic management of technology and innovation in organizations. It builds primarily on broad models of technological evolution and organizational change. Same as TMGT 367. Prerequisite: Admission to the Technology and Management program.
2018,Fall,BADM 374,Management Decision Models,"Business Administration.Introduction to methods of operations research from an executive or managerial viewpoint, emphasizing formulation of business problems in quantitative terms; industrial applications of linear programming, dynamic programming, game theory, probability theory, queuing theory, and inventory theory. Prerequisite: ECON 203."
2018,Fall,BADM 375,Operations Management,"Business Administration.Explores methods of design and management of manufacturing and service business processes; central concepts include managing process-speed, -capacity, -inventory, and -uncertainty; additional topics include simultaneous product and process design, and an introduction to quality management, process improvement and lean thinking."
2018,Fall,BADM 377,Project Management,"Business Administration.In-depth treatment of management concepts, tools, and techniques that apply to the organization, planning, and control of projects; particular emphasis on analyzing needs, defining work, scheduling tasks, allocating resources; assessing costs, managing risks; tracking and evaluating performance; and building and leading teams."
2018,Fall,BADM 378,Logistics Management,"Business Administration.Treats the total flow of materials from their acquisition as basic or unprocessed supplies to delivery of the finished product, as well as the related counter-flows of information that both record and control material movement. Major topics include forecasting material requirements; transportation planning; order processing system; raw material, in-process and finished goods inventory management; packaging; in plant and field warehousing; location theory (space, time, and cost trade- offs); communications; and control."
2018,Fall,BADM 380,International Business,"Business Administration.Introduces the field of international business and management. Examines the economic, political, and legal environments of international business. Analyzes differences in financial management, marketing, and management practices for firms doing business abroad."
2018,Fall,BADM 381,Multinational Management,"Business Administration.Examines critical issues facing managers who work in multinational firms. Designed to develop students skills for working in a global business environment. Topics include foreign market entry strategies, global management of the functional areas of business, and management and control of multinational firms in the global marketplace."""
2018,Fall,BADM 382,International Marketing,"Business Administration.Analyzes marketing strategy across national boundaries, the problems of marketing within foreign countries, and the coordination of global marketing programs. Includes problems faced by the exporter, licensor, joint venture, and multinational firm. The full range of market activities are discussed from a global perspective. Prerequisite: Business Administration 320."
2018,Fall,BADM 394,Senior Research I,Business Administration.Research and readings course for students majoring in business administration. May be taken by students in the college honors program in partial fulfillment of the honors requirements. May be repeated in the same or separate terms for unlimited undergraduate hours. Not applicable to graduate or professional hours.
2018,Fall,BADM 395,Senior Research II,Business Administration.Research and readings course for students majoring in business administration. May be taken by students in the college honors program in partial fulfillment of the honors requirements. Additional fees may apply. See Class Schedule. May be repeated in the same or separate term for unlimited undergraduate hours. Not applicable to graduate or professional hours.
2018,Fall,BADM 403,Corporate & Commercial Law,"Business Administration.Advanced discussion of corporate and commercial law, including topics tested on the CPA exam: agency, contracts, debtor-creditor relationships, governmental regulation of business and business organizations. 4 undergraduate hours. 4 graduate hours."
2018,Fall,BADM 420,Advanced Marketing Management,"Business Administration.Integrative study of methods and models for marketing decision-making; emphasizes the application of analytical tools and behavioral and quantitative models to marketing decision-making. Uses lectures, case studies and simulation exercises. 3 undergraduate hours. No graduate credit. Prerequisite: Business Administration 320."
2018,Fall,BADM 436,Intl Business Immersion,"Business Administration.Provides participants an in-depth, experiential immersion into the complex issues and constraints that confront international marketing channel participants. Contextually grounded and themed in a specific industry, the course combines on-campus lectures with an intensive international immersion experience to Europe, Asia, or Latin America. By following the complete marketing channel from raw materials procurement to final consumption, participants gain first-hand knowledge of the necessary managerial decision-making skills required to successfully operate in todays global business environment. Same as ACE 436. 4 undergraduate hours. 4 graduate hours. May be repeated to a maximum of 8 undergraduate and/or 8 graduate hours. Prerequisite: Consent of instructor."
2018,Fall,BADM 445,Small Business Consulting,"Business Administration.Through guided experience, students identify and offer advice to local small business firms; exposes students, serving as consultants, to the wide variety of problems facing the smaller firm as well as enables them to apply current business methods to real problems. Students work in teams. 4 undergraduate hours. 4 graduate hours."
2018,Fall,BADM 446,Entrepreneurship: New Venture Creation,"Business Administration.Focuses on the opportunities, risks, and management problems involved in establishing and operating new ventures. Covers the steps included in starting a new venture, such as evaluating the opportunity, determining financial and operational requirements and resources, and deciding on the structure of the organization. Includes management issues faced by individual entrepreneurs. 4 undergraduate hours. 4 graduate hours."
2018,Fall,BADM 449,Business Policy and Strategy,Business Administration.Analysis of policy formulation and implementation from a company-wide standpoint; emphasis on integration of knowledge and approaches across functional areas; both endogeneous and exogeneous factors which affect company policies; and the role of the firm in society. 3 undergraduate hours. No graduate credit.
2018,Fall,BADM 453,Decision Support Systems,Business Administration.This advanced course examines recent developments in information technology for managerial decision support with an emphasis on Internet-based and mobile information technologies. Real-world eases will be used to discuss the application of these technologies to management information systems. 3 undergraduate hours. No graduate credit.
2018,Fall,BADM 458,IT Governance,"Business Administration.Provides students with a core body of knowledge concerning the state of development, research and business practice of IT governance on topics such as: managerial issues for the prevention of business frauds and threats; the key technology for IT governance for users and businesses; issues concerning integrity control, privacy, ethics, risk management, and reliability; best practices concerning regulatory compliance requirements; and enterprise information management issues, policies and practices. 3 undergraduate hours. 4 graduate hours. Prerequisite: Business Administration 350."
2018,Fall,BADM 460,Business Process Modeling,Business Administration.Introduces the identification and analysis of various aspects of business processes. The course defines business processes and provides tools for designing and analyzing them. Same as TMGT 460. 3 undergraduate hours. No graduate credit. Prerequisite: Business Administration 367.
2018,Fall,BADM 502,Communicating with Data and Decision Making,"Business Administration.Making decisions in organizations often require data, an approach that is increasingly becoming critical with proliferation of data. Data has to be understood for insights, to aid in decision making or presented to others to persuade. This course will introduce concepts and techniques to understand and communicate data for insights and decision-making. Topics include types of data, data visualization, descriptive statistics, understanding and representing variation, multiple variables, time series and maps. The course will follow a practice based approach. 2 graduate hours. No professional credit."
2018,Fall,BADM 503,Classics in Business Admin,Business Administration.Graduate seminar. Presents foundational literature to introduce the theoretical origins of the different areas of Business Administration and explores the linkages among these areas. Outlines the impact of the foundational works on subsequent research. Approved for S/U grading only. Prerequisite: Ph.D. standing in Business Administration or consent of instructor.
2018,Fall,BADM 504,Phil of Science and Bus Admin,"Business Administration.Introduction to philosophy of science that focuses on the nature of discovering and justifying knowledge in the business disciplines. Specific issues of interest are the nature of scientific truth, validation of theories, prediction and explanation. Discusses applications to research in various business disciplines. Prerequisite: Ph.D. standing in Business Administration or consent of instructor."
2018,Fall,BADM 507,Emp. Res. Methods in Bus. Adm.,"Business Administration.Research methodology for the study of administrative, industrial, and consumer behavior and organizations; Foundations of measurement - Construct definition, Domain delineation, Reliability, Dimensionality, and Validity, Reliability analysis, Exploratory and Confirmatory factor analysis; Alternative methods of data collection - laboratory experimentation, survey research design, and qualitative research. A completed individual research project involving the development of an entire method is formally presented in class and submitted as a paper. Prerequisite: Ph.D. standing in Business Administration or consent of instructor."
2018,Fall,BADM 508,Leadership and Teams,"Business Administration.Develops and integrates fundamental behavioral concepts and theory having administrative applications; initially focuses on the individual decision maker and ultimately includes interpersonal, organizational, and social structures and influences; and develops strategies and methods of research on behavioral applications in business."
2018,Fall,BADM 509,Managing Organizations,"Business Administration.Examines and analyzes the organization as a social system and the impact of its various components on work attitudes and behavior; topics include the development of organizational structures, organizational effectiveness, decision making and policy formulation, leadership, and change."
2018,Fall,BADM 512,HR Management and Strategy,"Business Administration.Same as LER 512. Designed to provide integration across the specific functional areas of the human resources management (HRM) field, while at the same time demonstrating the linkages horizontally within HRM and vertically with strategic management of the firm. This case-focused course places emphasis on human resources issues of strategic importance to the organization. Prerequisite: One prior course from the Organizational Behavior and Personnel Management distribution subject area list (in the M.H.R.I.R. degree requirements for the graduate degree in LER). 4 grad hours."
2018,Fall,BADM 513,Communication Strategy in Bus,"Business Administration.Offers an introduction to communication, business presentation, and essential interpersonal skills, including message clarity, attentive listening, and constructive feedback for more effective cooperation, conflict management, teamwork and productivity. Covers communication concepts and skills that help heighten emotional intelligence and offer strategies for communicating effectively across cultural, generational and gender lines. 2 graduate hours. No professional credit. Prerequisite: For MSM majors only."
2018,Fall,BADM 514,Managing Innovation,"Business Administration.Provides a solid grounding to students interested in managing various aspects of the innovation process that facilitate the creation, synthesis, and organization of knowledge for the development of economically valued products, processes, and services within organizations. Covers both the analytic frameworks for understanding the innovation process as well as the strategic and organizational challenges involved in managing technological innovation. Specifically focuses on managerial actions that create the organizational environment in which new opportunities are identified and new business models are developed to create value. Prerequisite: Business Administration 508 or consent of the instructor."
2018,Fall,BADM 520,Marketing Management,Business Administration.Introduces concepts useful in understanding marketing systems and buyer behavior in addition to developing skills in making marketing decisions; the orientation is primarily managerial and uses examples from both business and non-business contexts.
2018,Fall,BADM 525,New Product Development,"Business Administration.The decisions on the firms total market offer, including such topics as use of market analysis in making decisions on assortment, product development, pricing, packaging, branding, and sales forecasting; coordination of these decisions and actions with market communications, physical movement, production, finance, and the overall goals and policies of the firm; and emphasizes the use of analytic and research methods in making assortment and product decisions."""
2018,Fall,BADM 528,Promotional Strategy,"Business Administration.Management orientation to promotional strategy for the medium and large size organization: includes analyses of the primary elements of the promotional function from both qualitative and quantitative perspectives emphasizing such factors as (1) selection among alternative promotional tools, (2) the promotional budgeting and allocation process, and (3) determination of appropriate messages and media schedules for given product/market situations. Explores widely used models in depth for strategic usefulness; emphasizes case analysis and contemporary situations."
2018,Fall,BADM 532,Sustainable Product Design & Enterprise Plan Development - I: Bottom-Up Immersion & Design,"Business Administration.Focuses on sustainable product design and enterprise plan development; uses extreme resource constrained contexts to learn about bottom-up immersion and design for any context; virtual immersion in subsistence contexts; emersion of principles for business, design, and engineering; idea generation and evaluation by groups of business, engineering, design and other students; optional international field trips. 4 graduate hours. No professional credit. Prerequisite: Application process."
2018,Fall,BADM 535,Global Business,"Business Administration.This course provides students with a clear conceptual understanding of the opportunities and challenges involved with international business transactions. Young managers face a diverse set of circumstances when they engage in cross-border business (trade and foreign direct investment) as opposed to purely domestic business: e.g., enhanced globalization forces, cross-national heterogeneity in institutions and cultures, increased competition from emerging economies, and - particularly germane for this course - altered strategic economic incentives. Accordingly, we will attempt to analyze these issues, make sense of the fundamental forces behind these dynamics, and understand their managerial implications. The class will focus then on the roots of International Business, and complement this focus with important practical implications and real-world examples and cases - the ambition will always be to wed good theory with practice. 2 graduate hours. No professional credit. Prerequisite: MSM student or consent of instructor."""
2018,Fall,BADM 540,Frontiers in Technology,"Business Administration.This course provides the opportunity to listen to, discuss, and present on ideas and technologies which are expected to affect our lives in the near future. Activities include seminars and professional development activities, corporate visits, and presentations by researchers who work on the cutting edge of technology. 0 or 1 graduate hours. No professional credit. Approved for Letter and S/U grading. May be repeated in separate terms up to 2 credit hours. Prerequisite: MSTM students."
2018,Fall,BADM 549,Current Strategy Research,"Business Administration.Seminar on current theoretical and empirical research relating to emerging areas of knowledge in the strategic management field. Reflecting the emphasis of current research on strategic and organizational phenomena, topics vary from year to year. May be repeated in the same or separate terms to a maximum of 4 hours. Students may take multiple topics under the course designation, but can only take each topic once for credit towards degree requirements. Prerequisite: Ph.D. standing in Business Administration or consent of instructor."
2018,Fall,BADM 553,Ethical Dilemmas in Business,Business Administration.Examines business decision making and the role ethics plays in that process. Analysis of how managers behave and whether ethical choices are knowingly made or only realized thereafter.
2018,Fall,BADM 554,Enterprise Database Management,"Business Administration.Databases are important because they play a critical role in todays business environment. Almost all modern organizations use database technologies to store and manage data in every functional area of business including its operations, finance, accounting, and marketing. By understanding data modeling and being able to query databases, you possess one of the most marketable skills to help a business better manage their data and discover new opportunities through better analytics. At the end of this course you will be able to (a) Understand and help articulate the data needs of the company (requirement analysis), (b) Conceptually model the relationship of the data (data modeling), (c) Query databases to meet business requirements, (d) Understand the principles of design of data warehouses, (e) Understand the alternatives to relational databases (no SQL) with reference to storing Big Data, and (f) Explain the benefits of distributed databases 4 graduate hours. No professional credit. Credit is not given for both Business Administration 554 and Business Administration 352."""
2018,Fall,BADM 559,Enterprise IT Governance,"Business Administration.Addresses enterprise IT governance, with a focus on (1) IT governance strategy, including strategic mapping, IT portfolio management, and IT risks assessment; (2) IT control frameworks for organizing IT processes and defining management control objectives, and (9) Trustworthy information management."
2018,Fall,BADM 562,Social Media Strategy,"Business Administration.Managers in firms today must be equipped to deal with the new reality of a socially connected society. In this course, students will improve their analytical capabilities and understanding of the opportunities and challenges that social media, global collaboration and new ways of engaging customers pose for the firm. An emphasis will be placed on managerial decision making in the context of the social media phenomenon. 4 graduate hours. No professional credit. Prerequisite: Enrollment in the MBA, MSTM, or PMBA program or in the IT Graduate Minor/Concentration."
2018,Fall,BADM 566,Supply Chain Management,"Business Administration.Focuses on how to manage flows of products and services from raw material sources to final customers and associate flows of information. Helps students to develop a system view of measuring channel performance, integrating cross-functional activities, and coordinating processes across organizations."
2018,Fall,BADM 567,Process Management,"Business Administration.Introductory course in decision-making problems in production; includes the theoretical foundations for production management as well as the applications of decision-making techniques to production problems in the firm; and considers production processes, plant layout, maintenance, scheduling, quality control, and production control in particular."
2018,Fall,BADM 572,Stat for Mgt Decision Making,Business Administration.The application of classical and modern statistics for business decision making. The level of the course assumes some prior knowledge of basic statistics as well as facility with elementary calculus.
2018,Fall,BADM 576,Data Science and Analytics,"Business Administration.In this course, you will learn not only data analytic techniques but also the managerial implications of competing with analytics. You will understand the managerial challenges of using data analytics to develop a strategic advantage through readings and case studies. You will learn techniques such as statistical inference, linear modeling, sentiment analytics, and data mining through hands-on exercises in R. R is an open source language that has grown in importance and usage in corporations. Finally, you will be able to present and interpret data through an understanding of data visualization techniques. 4 graduate hours. No professional credit."
2018,Fall,BADM 582,Multinational Management,"Business Administration.Examines critical issues facing managers who work in multinational firms. Designed to develop students skills for working in a global business environment.  Topics include foreign market entry strategies, global management of the functional areas of business, and management and control of multinational firms in the global marketplace."""
2018,Fall,BADM 586,Intl Comparative Management,"Business Administration.Compares and contrasts different regional/national business systems and organizational practices including those from both developed and developing countries. Designed to advance students global management knowledge and cross-cultural skills for functioning effectively in a transnational economy. Includes an optional overseas study trip to visit local companies and subsidiaries of multinational firms."""
2018,Fall,BADM 588,Business Practice Immersion,"Business Administration.This course is designed to gain problem solving skills by working on a real project in a company. The project must have measurable goals. The course helps students gain valuable first hand experience in dealing with an organization, interacting with people, learning how different functions in an organization work, and refining time management and communication skills. 0 to 4 graduate hours. No professional credit. Approved for Letter and S/U grading. May be repeated up to 4 hours in separate semesters. Prerequisite: Enrollment in MS Program in Business."
2018,Fall,BADM 590,Seminar in Business Admin,Business Administration.This is a seminar course.Special topics in the general area of business. Topics are selected by the instructor at the beginning of each term. Approved for letter and S/U grading. May be repeated if topics vary; unlimited credit hours for graduate and professional students.
2018,Fall,BADM 591,Proseminar in Business Admin,Business Administration.This is a seminar course.Lectures in topics of current interest not covered by regular course offerings. Subjects are announced in the Class Schedule. Approved for letter and S/U grading. May be repeated in the same term and/or separate terms as topics vary; unlimited credit hours for graduate and professional students.
2018,Fall,BADM 593,Research in Special Fields,Business Administration.Research in special fields.Approved for both letter and S/U grading.
2018,Fall,BADM 594,Independent Study and Research,Business Administration.Directed reading and research. Approved for both letter and S/U grading. May be repeated in the same term and/or separate terms as topics vary; unlimited credit hours for graduate and professional students.
2018,Fall,BADM 595,Business Fundamentals,"Business Administration.Designed to provide a cohesive understanding of marketing from a managerial perspective. Students will learn how to develop a coherent and comprehensive marketing strategy for a product or service. Specifically, it provides the conceptual frameworks and tools necessary to create superior customer value, capture the value through appropriate pricing mechanisms, persuasively communicate and profitably deliver that value, and sustain both the value and the performance in the face of ever-changing customer needs and competitive offerings. Students examine companies by matching their internal strengths and weaknesses with opportunities and threats posed by their environments. Students learn to spot and evaluate opportunities for new ventures and examine the totality of a business proposal."
2018,Fall,BADM 599,Dissertation Research,Business Administration.Required of all students writing doctoral dissertations in business administration; guidance in writing theses and seminar discussions of interim progress reports. Approved for S/U grading only. May be repeated in the same term and/or separate terms as topics vary; unlimited credit hours for graduate and professional students.
2018,Fall,BUS 101,Professional Responsibility and Business,"Business Course. Introduces business students to professional responsibility. Develops the concept of professional responsibility within a personal and interpersonal context. Continues by expanding the concept to encompass the firm and explore the global corporate context. Introduces business majors and career paths and provides an understanding of ethical decision-making. Encourages the development of a professional identity and skills, preparing students to represent the College and the University with integrity and confidence in their careers. Prerequisite: First Semester Freshman, Intercollegiate and Off-Campus Transfer Students."
2018,Fall,BUS 120,Business Honors Seminar,"Business Course.This is a seminar course.Introduction to business and an overview of the role of the College of Business and the University of Illinois in providing opportunities for undergraduates to prepare to become business leaders. Introduction to the College of Business Honors Program, a leadership program for approximately 40 incoming freshmen in the College of Business. Students will begin to work as a team to use leadership in service to all undergraduates in the College of Business. Approved for both letter and S/U grading. Prerequisite: Membership in freshman class of College of Business Honors Program."
2018,Fall,BUS 199,Undergraduate Open Seminar,Business Course.This is a seminar course.Course gives more introduction of BUS.Approved for both letter and S/U grading. May be repeated.
2018,Fall,BUS 299,BUS Internship,"Business Course.Accommodates students who must be registered for a course at the University while completing an internship, either because the internship is unpaid and the company requires registration, or because of visa requirements. Only internships in the College of Business will be considered. Approved for S/U grading only."
2018,Fall,BUS 399,Business Study Abroad,"Business Course.Upon prior written approval of the College of Business Office of Undergraduate Affairs, a student may earn up to 18 credit hours per term undertaking a study and/or research project in international business at accredited foreign institutions or approved overseas programs. Final determination of appropriate credit will be made upon completion of the work done abroad. While absent from the Urbana-Champaign campus, the student must continue to pay all fees required by the University of Illinois to retain continuity of enrollment and to allow the time spent away from this campus to count toward residency. Approved for both letter and S/U grading. Maximum of 18 hours per term and 36 hours total. Prerequisite: One academic year (or one semester in the case of transfer students) in residence at UIUC, good academic standing, completion of at least thirty semester hours toward the bachelors degree, and prior approval of course work by the College of Business Office of Undergraduate Affairs. Some programs have additional requirements."""
2018,Fall,FIN 199,Undergraduate Open Seminar,Finance course.This is a seminar course.Course gives more introduction of Finance.Approved for letter and S/U grading. Course may be repeated for credit.
2018,Fall,FIN 221,Corporate Finance,"Finance course.Introductory study of corporate financial management, in particular how the financial managers choices add value to shareholder wealth through investment financing and operating decisions. Prerequisite: Completion of ECON 102 or ECON 103."""
2018,Fall,FIN 230,Introduction to Insurance,"Finance course.Introductory course on the role of insurance in society; covers insurance terminology, common personal insurance policies (auto, health, life and homeowners) and current issues."
2018,Fall,FIN 241,Fundamentals of Real Estate,"Finance course.A survey of real estate finance, appraisal, investment, law, brokerage, management, development and economics. Special attention is given to the analysis of aggregate real estate and mortgage markets, to the individual transactions within these markets, and to the legal and institutional factors which affect these markets. Prerequisite: ECON 102."
2018,Fall,FIN 300,Financial Markets,"Finance course.Theory and applications associated with the functioning of financial markets to include the conceptual foundations of portfolio theory, risk management, and asset valuation. The stock, money, bond, mortgage, and futures and options markets are examined. Prerequisite: Finance 221."
2018,Fall,FIN 321,Advanced Corporate Finance,"Finance course. Theories of firms investment and financing decisions are covered. Topics include dividend policy, capital budgeting, capital structure, bankruptcy, long- term debt and leasing decisions. Prerequisite: Finance 300."""
2018,Fall,FIN 390,Finance Academy,"Finance course. The Finance Academy is an enrichment program for outstanding undergraduate Finance majors. A select program that focuses on developing future business leaders via enhanced academic and career opportunities. Students are normally invited to participate by the faculty during their junior year, when they are enrolled in Finance 300. If inducted, students participate throughout their junior and senior years. Approved for letter and S/U grading. May be repeated in separate terms. Course will not satisfy Finance major requirements. Prerequisite: Induction into the Finance Academy."
2018,Fall,FIN 391,Investment Banking Academy,"Finance course.A diversified curriculum designed to prepare students for a successful career in investment banking; course incorporates peer mentorship, guest lectures (from bankers, accountants, private equity associates and hedge fund analysts), a case competition and a field trip. Course will not satisfy Finance major requirements. May be repeated for a maximum of 6 hours in separate terms. Prerequisite: Admission by application only."
2018,Fall,FIN 392,Investment Management Academy,Finance course.Overview of security analysis with the objective of how to value an investment proposition for inclusion in a portfolio of securities managed by students in the class. Focus will be in areas of fundamental securities analysis with the emphasis on equity valuation. Course will not satisfy Finance major requirements. May be repeated to a maximum of 6 hours in separate terms. Prerequisite: Admission by application only. Primarily for Finance majors with sophomore standing or above who show interest in pursuing their CFA credential.
2018,Fall,FIN 411,Investment & Portfolio Mngt,"Finance course.Current theories of portfolio management are covered in considerable detail to provide a conceptual framework for the evaluation of investment strategies. Applications and implementation are covered in depth, including performance evaluation and international diversification. 3 undergraduate hours. No graduate credit. Prerequisite: Finance 300."
2018,Fall,FIN 412,Options and Futures Markets,"Finance course.Introduction of options and futures markets for financial assets; examination of institutional aspects of the markets; theories of pricing; discussion of simple as well as complicated trading strategies (arbitrage, hedging and spread); applications for asset and risk management. 3 undergraduate hours. No graduate credit. Prerequisite: Finance 300 or consent of instructor."
2018,Fall,FIN 414,Urban Economics,"Finance course.Analyzes the urban economy. Topics include: economic reasons for the existence of cities; the theory of urban spatial structure; the effects of taxation on housing decisions; the economics of freeway congestion; economics analysis of local public goods and services; economic analysis of rent control, slum policies and land-use controls. Same as ECON 414. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: ECON 302."
2018,Fall,FIN 415,Fixed Income Portfolios,"Finance course.Conceptual foundations and implementation of strategies for the selection, evaluation, and revision of portfolios of fixed-income financial assets (bonds). 3 undergraduate hours. No graduate credit. Prerequisite: Finance 321."
2018,Fall,FIN 418,Financial Modeling,"Finance course.The objective is to learn the fundamentals and practice building financial models using Microsoft Excel. By the end of the term, each student should be able to develop an understanding of any financial relationship and build that financial relationship into a model using the built-in functions of Excel. Financial modeling, by definition, requires significant work outside of the classroom. Models are introduced, demonstrated, and reviewed in class, but each student is expected to research and collect date, and to construct the models, prior to each weeks class meeting. 3 undergraduate hours. 3 graduate hours. Prerequisite: Finance 300 and Finance 321, or consent of instructor."""
2018,Fall,FIN 419,Real Client Managed Portfolios,"Finance course.Applies academic topics on financial markets, security analysis/valuation and portfolio management to hands-on investment management. Students will form and review objectives, constraints, and investment policy as it relates to the clients money under management. They will purchase securities, monitor performance of the portfolio, and make recommendations for any adjustments to the holdings. They will be fully educated and responsible to the fiduciary and ethical standards of professional money management as guided by the CFA Institute. 3 undergraduate hours. No graduate credit. May be repeated to a maximum of 9 hours. Prerequisite: Finance 321 or consent of instructor."""
